,,,,,
,,,,,
State,X,Y,Date,Report ID,Description
,-81.52609,29.28971,10/1/2011,32203, Late afternoon sighting by a hog hunter outside Pierson
,-81.48534,28.85982,4/1/1987,32249, Memory told of close encounters while working as a fence contractor near Cassia
,-80.55011,27.78042,1/1/2012,32426, Northbound motorist has daylight observation from I-95 near Fellsmere
,-81.20045,28.54205,early 2000,32746, Man recalls his nighttime sighting of a tall hair covered biped outside Orlando
,-82.01917,29.16722,2/1/2012,33764, Daylight sighting by a retired Wildlife Officer outside Ocala
,-80.83882,28.20954,11/1/1990,33789, Memory told of a close encounter while frogging at night on the upper St. Johns River
,-81.4819,29.05872,1/1/2012,34954, Stranded motorist has a daytime close encounter with an adult and juvenile near Lake Mack
,-81.71583,26.85451,3/1/2006,35270, City planner sees large upright animal while touring property near Punta Gorda
,-81.74579,29.49577,6/1/2010,35529, Daytime sighting by a motorist on FL-19 in the Ocala National Forest
,-80.59502,25.39544,3/1/1995,36218, Early morning encounter during a rest stop near Florida City
,-80.58182,25.76119,11/1/2012,37203, Daylight sighting of a man-like ape while target shooting in the Big Cypress National Preserve
,-81.59869,28.99496,11/1/2012,37275, Dusk sighting of a bigfoot tree knocking in the Ocala National Forest
,-81.12898,28.62323,7/1/1972,37304, Best friends recall watching their dirt bike being canvassed by a hairy biped while camping at Lake Mills
,-81.81697,26.67822,9/1/2009,38924, Fisherman comes face to face with tall ape-like creature in Ft. Myers
,-82.0443,30.71004,12/1/2012,39080, Late night sighting by a stranded boater on the St. Marys River
,-81.12292,29.33246,5/1/1985,40034, Women recall an afternoon road crossing near Bulow Park
,-84.91096,30.54079,3/1/2013,40618, Motorist brakes to avoid a large hairy biped near Bristol
,-83.96767,30.40785,1974-1976,40784, Memory told of a large hairy biped approaching a family as they dumped their garbage near Waukeenah
,-82.82335,29.42016,4/1/2013,40935, Friends almost strike a tall manlike animal as it crosses road outside Chiefland
,-82.43094,27.66726,3/1/2012,41448, Motorist has daytime sighting along I-75 near Ruskin
,-81.85223,29.97917,6/1/2012,41503, Nighttime road crossing near Camp Blanding
,-82.35501,29.67757,5/16/1905,41995, Memory told of a close encounter with a man-ape outside Gainesville
,-82.0435,29.1795,10/1/2013,42726, Nighttime sighting by a man walking his dog in a subdivision next to the Ocala National Forest
,-82.3948,28.14162,11/1/2013,42978, Daytime sighting by a wildlife biologist on a trail in the Cypress Creek Preserve
,-80.29457,26.05091,7/1/1974,44837, Years of South Florida Skunk Ape stories supported by witness accounts and newspaper articles
,-82.1475,26.9745,January 2001-2002,45137, Husband and wife have close encounter while roller blading outside Port Charlotte
,-81.98468,27.19995,9/1/2014,47021, Bigfoot crosses SR-72 directly in front a vehicle west of Arcadia and just outside Myakka River State Park 
,-82.74918,28.09538,10/1/1977,47378, Memory told of a close nighttime encounter while hunting rabbits in a rural backyard near Palm Harbor
,-80.47805,25.54494,6/1/1975,49084, Memory told of a 'Hairy Man' crossing Hwy. 27 north of Homestead
,-85.12705,33.26885,7/1/1996,398, Woman and friend drive past amazing animal on Georgia backroad 
,-85,34,6/1/1974,447, Unusual incident... a horseback rider's close encounter
,-84.59345,34.28745,11/1/1993,1864," Large, Dark Gray form crosses road in front of motorist"
,-82.24471,33.3646,12/1/1979,2218," Man approached at close range by man/ape creature at Fort Gordon, US Army Signal School"
,-83.4192,34.6423,6/1/1978,2219, Children chased from woods by a seven foot tall creature
,-85.0409,32.0538,8/1/2000,2220," Two campers report seeing tall creature at Rood Park campground and boat landing by the Chattahoochee River,"
,-81.88475,31.8792,6/4/1905,2279," Multiple witness sighting near Beards Creek Church, outside Glennville"
,-84.2269,34.70435,9/1/1985,2393, The Georgia chopper crash story has been debunked. See msg from P. Caulkins in the investigator notes.
,-83.412,30.67,12/1/2001,4393," Early morning sighting of large, upright animal on rural bridge in Southern Georgia"
,-81.73075,31.82345,10/1/1998,5395, Deer hunter has encounter south of Fort Stewart.  
,-84.53352,33.70037,9/1/1961,6097, Man describes childhood sighting at rural property on the outskirts of Atlanta
,-84.869,33.5388,7/1/1999,7113," Brothers have close, long sighting of ""thing"" in Wolf Creek"
,-83.714,34.672,11/1/1999,7237, Evening sighting by motorist on Hwy 75 near Duke's Creek
,-81.41267,31.08925,7/1/1963,8405, Early evening road crossing sighting by motorist on Jekyll Island
,-82.24886,32.38575,4/1/2004,8454, Multiple witness sighting on Hwy. 16 near the Emanuel/Candler county line
,-83.69085,34.68319,10/1/2004,9465, Witness watches tall biped cross her backyard
,-84.2532,33.32442,7/1/1984,9712, Early evening encounter near Riverdale
,-83.48067,34.74775,5/1/1998,9818, Hiker has nighttime sighting at Minnehaha Falls
,-82.1341,31.2439,10/1/1986,10874, Teenager observes animal hiding behind trees and finds footprint in the Clay Hills near Hoboken.
,-83.13654,31.24842,10/1/1976,14525, Evening encounter with fisherman laying catfish lines on the Alapaha River
,-84.7681,33.48295,11/1/2003,15457, Daylight sighting by hunter along powerline route near Newnan
,-81.436,32.0391,6/20/1905,17089, Night sighting through thermal viewer by soldier on Fort Stewart
,-84.78979,33.80785,6/1/2006,18016, Nighttime sighting by motorists outside Hiram
,-84.97515,33.81029,2/1/2007,18044, Nighttime sighting by motorists on Hwy 101 near Hannah Swamp
,-84.1293,31.43265,7/1/1992,18707, Two incidents with two witnesses on Kinchafoonee Creek
,-84.73846,34.1318,9/1/2006,19421, Nighttime sighting by truck driver near Red Top Mountain
,-84.5136,34.48287,8/1/2007,21193, Daylight sighting by motorist from Jimmy Witherow Bridge
,-85.31646,34.42654,7/1/1987,21359, Morning sighting by fisherman near Rising Fawn
,-83.80404,34.64145,1979-1980,21402, Daylight sighting by artifact hunter northwest of Cleveland
,-84.383,34.39965,6/29/1905,23911, Nighttime sighting by motorists north of Canton
,-83.26071,31.17384,7/1/2008,24125," Man observes a large, hair-covered biped outside his garage south of Nashville"
,-84.58501,34.8155,10/1/2001,25043, Campers see animal observing campsite in Cohutta Wilderness
,-82.86789,34.06705,June Ongoing,26201, Family reports numerous incidents since 2000
,-84.48006,34.31955,6/1/2009,26262, Couple witness creature crossing road north of Atlanta
,-84.5317,33.49565,7/1/2009,26313, Motorist has late night visual encounter near Tyrone 
,-84.73555,33.2706,7/1/2007,26352, Early evening sighting near Moreland
,-82.6386,30.83105,10/1/2009,26822, Late-night sighting by motorist couple between Homerville and Edith
,-81.64665,31.46641,11/1/2008,27072, Hunter has a late-afternoon encounter near the Altamaha River
,-84.72352,34.8243,1/1/2010,27197, Adolescent child has early morning sighting near Chatsworth
,-83.66153,31.18562,8/1/2009,27300, Late-night roadside sighting by a young man outside of Moultrie
,-83.55708,32.86288,1956 or 1957,27888, Man recalls close encounter at dusk as a youth near Macon
,-81.61756,31.9853,6/26/1905,28526, Encounter by a squad on maneuvers while training at Fort Stewart
,-83.77811,34.7673,5/1/1993,28637, Two fisherman recall a daylight encounter north of Helen
,-83.94456,34.84161,5/1/1994,29326, Memory told of a nighttime encounter at close range near Blairsville
,-85.18678,34.17521,10/1/2005,30004, Backyard nighttime sighting in a village outside Rome
,-85.02602,32.96854,November 1960/2010,30135, Man recalls encounter with 7 foot tall creature on grandparents farm
,-83.90588,33.34677,October 04-present,31888, Scary encounters outside a rural home near Jackson
,-84.08932,32.2462,6/1/1978,32435, Memories told of activity over several years at a family home near Oglethorpe
,-83.61285,33.46372,6/1/1986,33115, Two witnesses recall sighting as teens near Monticello
,-83.87177,34.36153,June 1975-76,36006, Man recalls multiple experiences (including a daylight sighting) as a youth near Gainesville
,-84.83903,34.03528,5/1/2004,38870, LEO recalls his daylight sighting as a youth with his horses NW of Atlanta
,-85.16238,34.05198,7/1/2012,38873, Dusk sighting in the middle of the road by a husband and wife while driving outside Cedartown
,-83.71705,34.66467,3/1/2009,46328, Motorist has daylight sighting on GA-75 between Helen and Cleveland
,-92.9008,41.3675,10/1/2000,511, Daylight sighting by duck hunter near Pella. 
,-93.82007,42.47806,11/1/2000,1046, Sasquatch surprises hunter in prairie grass while hunting with bb gun
,-93.974,41.59377,11/1/1978,1197, Several sighting reports near the Racoon River within days of each other. 
,-91.3867,43.078,5/23/1905,1234, Creature observed by witness. 
,-94.356,42.8674,9/1/1978,1268, More sightings of a strange creature centering around the town of Ottosen. Other stories told about strange s
,-91.75205,40.995,10/1/1975,1270," Newspaper article about ""The Lockridge Monster."""
,-93.63804,41.62183,2/1/2000,1271," Six foot tall or taller, black creature was observed leaping into the air and disappearing into the trees on"
,-96.40213,42.50817,8/1/1997,1274, Bigfoot creature being seen & heard throughout night and footprint evidence found
,-93.77783,40.59604,6/1/2000,1554, Multiple witness road-crossing sighting near Nine Eagles State Park
,-92.76577,43.17215,8/1/1977,1630, Separate Iowa incidents over time in Floyd County area
,-94.22206,42.72063,4/1/2001,2170, Youths see unknown hairy primate staring at them from distance
,-94.3677,42.0152,7/1/1983,2264, Woman sees large upright figure cross road near midnight
,-93.22192,42.73854,9/1/2001,3093, Observation of possibly two animals in or near back yard of apartment complex
,-91.8043,42.7525,11/1/1970,4011, Road crossing sighting in a farm area near Maynard; other incidents in vicinity
,-91.68192,42.28422,7/1/2004,9089, While heading to cabin at 6
,-93.85965,40.8348,9/1/1991,22147, Artifact hunter describes an unusual daylight encounter in a public hunting area near Van Wert
,-94.045,41.461,11/1/2007,23489, Nighttime sighting near Goeldner Woods County Park
,-90.66615,42.4104,11/1/2007,25071," Daylight sighting by a roofing contractor near the Mississippi River, south of Dubuque"
,-91.74585,41.47445,11/1/2006,25084, Deer hunter observes tall bi-pedal creature running on the other side of a dry riverbed outside Wellman
,-90.76557,42.55997,8/1/2011,30530, Late afternoon sighting of a road crossing on Hwy 52 north of Dubuque
,-93.92304,42.03477,11/1/2012,44429, Truck driver watches a Bigfoot chase Deer across US-30 west of Boone
,-111.1241,42.5149,6/5/1905,1796, Elk hunter observes an apparent family group
,-116.8381,48.18611,7/1/1967,1801, Close daylight sighting of animal crossing road near Spirit Lake
,-115.75,45.08334,8/1/1973,3292, Mountain goat hunters have encounter with 8'-9' tall biped
,-116.0833,44.91666,8/1/1969,4741, Four witnesses have encounter near McCall
,-116.4,44.85,10/1/1990,4987, Deputy sheriff has vehicle near miss with nine foot tall biped
,-116.25,42.79166,6/1/1963,5720, Night time rabbit hunters spotlight 7' tall biped leaping over 4' sagebrush as it escapes from view
,-116.9156,45.9978,6/1/1974,6391, Camper sees sasquatch across Snake River
,-115.9167,44.75,7/1/1981,6929, 16-year-old girl has nighttime sighting near hot springs
,-114.7503,44.25028,10/1/1975,6983, Hunter has early morning sighting near Challis
,-115.5833,44.41666,10/1/1996,7870, Frightened teen deer hunter feels stalked by large hairy bipedal animal
,-115.75,45.08334,10/1/1985,8251, Young deerhunters see moving biped shape and later hear vocalizations.
,-116.9266,47.70965,12/1/1988,10012, Night time encounter with parked trucker and wife near Post Falls.
,-116.0558,48.1143,10/1/1969,10510, Logger and granddaughter have brief sighting in the Selkirk Mountains
,-112.455,44.0925,7/1/1997,11070," Fisherman sees bipedal, human-looking animal in river"
,-116.0834,44.58335,2/1/1979,12158, Young boy views bigfoot through window
,-116.8368,46.8102,7/1/2005,12913, Long-duration daylight sighting (distant) on Moscow Mountain
,-114.8281,43.4082,8/1/1988,13692, Daytime sighting by young girl hiking with family north of Fairfield
,-111.7899,43.41005,11/1/2006,16527, Multiple witness incident at night near Idaho Falls
,-116.1475,48.255,8/1/1985,20802, Woman picking berries with family has daylight sighting near Clark Fork
,-114.2634,42.21834,8/1/2007,20884, Daytime encounter by two people near Rock Creek Road
,-115.586,46.94,9/1/2001,22651, Multiple witnesses see multiple figures on the edge of a small lake in the Mallard Larkins Roadless Area
,-115.9965,47.509,5/1/1996,23521, Parked trucker has frightening early morning encounter off I-90 near Wallace
,-116.934,48.6334,10/1/1980,25156, Very close daylight sighting by a woodcutter driving down a logging road east of Nordman
,-116.4171,48.49805,10/1/1993,26487, Man remembers his nighttime sighting at Bloom Lake north of Sandpoint
,-111.1241,42.5149,September 1981-1982,28709, Several years later bowhunter confirms sighting of Bigfoot family east of Montpelier
,-115.8714,44.28265,6/1/2009,29357, Husband and wife riding ATV's along the Payette River see a Bigfoot
,-141.006,46.19614,12/1/2012,38287, Dogs alert homeowner to a late night visitor outside Kamiah
,-90.608,39.2949,5/1/1998,202, Woman sees black shiny figure standing by tree disappear into forest
,-89.136,38.98,5/28/1905,2805," Early morning sighting of creature looking at ""something"" in the snow in Vandalia."
,-88.71672,37.34339,10/1/1989,3474," One sighting in October near a cabin, then another incident six months later less than a mile away from the f"
,-91.0007,40.4664,11/1/2000,3521," Deer hunter sees large hairy black creature that ""plays peekaboo"" near Webster."
,-91.0863,40.8139,9/1/1985,4099, Daytime sighting by two arrowhead hunters near Gulfport.
,-89.9595,41.30412,9/1/1999,8696, Nighttime sighting of gray upright animal near Kewanee
,-89.689,41.7798,July 1980-81,10037, Youth has daylight sighting in corn field near Rock Falls.
,-89.558,39.06,September 1992-3,10197, Two squirrel hunters have sighting near Shoal Creek.
,-90.16171,38.92241,7/1/2004,10535, Two teens have daylight sighting near Alton.
,-90.0594,40.5332,4/1/1980,10892, Youth has daylight sighting in swampy area near Canton Lake.
,-89.09732,38.68707,10/1/1989,10910, Hunter has daylight sighting near Sandoval.
,-88.929,37.91,8/1/1979,11273, Youth has sighting along abandoned railroad line on edge of West Frankfort.
,-88.562,41.3368,6/1/2005,11831, Snake hunter has daytime sighting near Seneca.
,-88.595,41.295,7/1/1983,11911, Campers have lengthy nightime encounter near Seneca.
,-88.55,41.33,6/1/1979,12140, Two teenagers have sighting east of Seneca
,-88.562,41.3368,6/1/2005,12439, Three men have daylight sighting near Seneca
,-88.1577,42.1295,9/1/1968,12984, Nighttime sighting by motorists east of Carpentersville
,-87.47077,40.34057,9/1/2003,14404, Several sightings and strange occurences near a residence west of Goodwine
,-89.54485,38.4763,6/1/2006,14872, Nightime sighting and possible footprints found by homeowner near Edwardsville
,-90.459,40.316,9/1/2004,15007, Daylight sighting by resident near Vermont Lake
,-89.5,39.853,6/17/1905,15251, Multiple witness motorist sighting on Rt 36 east of Riverton.
,-89.85,42.21,10/1/2003,15347, Deer hunter has early morning sighting from tree stand near Pearl City
,-89.022,42.1846,10/1/1994,19910, Nightime sighting by property owner near Kishwaukee River. 
,-88.867,39.781,6/28/1905,23104, Motorist and son observe road crossing near Spitler Woods State Park
,-89.582,38.946,10/1/2006,23395, Deer hunters have close sighting along Dry Fork Creek.
,-89.98351,39.06,July 1994-1995,23418, Camper has nighttime sighting outside of Bunker Hill
,-90.9009,40.9452,5/1/2008,23949, Turkey hunter has early morning sighting near Rozetta
,-90.40675,41.55965,9/1/1969,24147, Creature seen at a flooded rock quarry near Hampton
,-90.64,39.607,11/1/2007,24354, Hunter has sighting from his deer stand near Detroit
,-88.9963,37.289,6/21/1905,24544, Motorist has a nighttime sighting near Karnak.
,-89.341,38.567,10/1/2007,24997, Hiker has nighttime sighting near Carlyle
,-89.80125,38.72226,12/1/1980,25267, Memory told of a sasquatch standing in headlights on Christmas Eve west of St. Jacob
,-89.48787,39.26776,11/1/2008,25273," Possible sighting, wood knocks and vocalizations west of Girard"
,-90.1451,38.9951,4/1/2009,25809, Resident has recent daylight sighting while retrieving cattle near Godfrey
,-87.58124,41.16124,5/1/1973,26905, Fisherman has closeup encounter with a juvenile near Kankakee
,-89.3211,41.2285,11/1/1986,27374, Man remembers his daytime sighting as a youth living south of Hennepin
,-88.724,40.19732,6/1/2009,28110, Night fisherman has sighting at Clinton Lake boat docks
,-89.88871,39.93521,10/1/1972,28423, Man recalls his face to face daylight encounter in Siloam Springs State Park
,-89.73378,40.82944,10/1/2007,28429, Deer hunter has sighting at dusk near Jubilee College State Park
,-90.24173,39.57463,7/1/2006,28484, Vocalizations and a sighting with a spotlight near Murrayville
,-90.012,38.7774,10/1/1978,28516, Memory told of a daytime sighting near Edwardsville
,-90.18651,39.6548,11/1/2005,28533, Daylight sighting by a motorist near Lake Jacksonville
,-90.17564,39.53747,8/1/2006,28534, Runner has sighting near home south of Jacksonville
,-89.4691,39.7721,September 1976-1977,28545, Man tells of the strange occurrences and his sighting as a teenager near Buckhart
,-90.0055,40.5658,10/1/2010,28568, Nighttime sighting near a dumpster by a bicyclist in Canton
,-89.3469,39.5075,9/1/2008,28703, Motorist has daylight sighting southwest of Taylorville
,-89.99328,40.62288,8/1/1969,28714, Memory told of seeing a bigfoot on the side of a road along Middle Branch Creek
,-87.83285,41.84136,11/1/2010,28728, Daylight sighting by a motorist near Brookfield Zoo
,-89.3469,39.5075,5/1/2008,28899, Father and son have daylight sighting on Illinois Rt 48 near Taylorville
,-88.53889,41.33018,6/1/2009,28936, Daytime sighting by a motorist east of Seneca
,-88.60814,41.29663,2/1/2011,28940, Motorist has night-time sighting near bridge just south of Seneca
,-88.38197,37.60075,4/1/2011,29165, Possible observations using thermal imager southeast of Equality
,-90.40184,39.02341,5/1/2008,29265, Motorists have sighting at night near Otterville
,-90.0795,41.7584,4/1/2000,29287, Memory told of a daylight sighting as a youth near Fenton
,-88.71103,41.42396,7/1/2011,30003, Late night encounter by a motorcyclist outside of Marseilles 
,-89.41959,40.14471,10/1/2004,30203, Nighttime sighting by motorists along I-55 near Lincoln
,-88.1676,39.8213,11/1/1964,30367, Memories told of encounters experienced by a family living near Villa Grove
,-88.706,41.4209,10/1/2011,30896, Second nighttime sighting by motorcyclist north of Marseilles
,-87.68468,38.71682,12/1/2011,31858, Motorists have nighttime sighting on outskirts of Lawrenceville
,-89.88347,40.59904,1/1/1985,31968, Midday observation by young hunters near Glasford
,-90.18332,40.98073,6/1/1973,32162, Recollection of daylight sighting as youth near Victoria
,-88.29926,42.18476,9/1/2008,32400, Jogger has daylight sighting on Prairie Trail near Algonquin
,-88.4586,41.61575,1/1/2012,32616, Hiker has nighttime sighting in Harris Forest Preserve. 
,-90.16501,38.51689,11/1/1991,33638, Woman recalls her night time sighting while fishing behind her home near Columbia
,-88.71402,41.42741,6/9/1905,33859, Woman recalls daylight sighting north of Marseilles
,-89.55229,39.84874,9/1/1996,34728, Recollection of a daylight sighting as a youth in Riverton
,-88.99181,38.1038,5/1/2012,35427, Family has daylight sighting while fishing on Rend Lake
,-89.36896,37.18404,10/1/2011,36246, Hiker has daylight sighting near Olive Branch.
,-89.48784,37.71917,3/1/2011,36306, Motorist has daytime sighting near railroad tracks west of Murphysboro
,-90.79664,40.45273,8/1/2012,36406, Daylight sighting by a camper in Argyle Lake State Park   
,-88.95451,41.30374,1980-1999,36667, Memory told of encounters on a farm near Ottawa.
,-88.9813,39.8732,1/1/1980,37522, Homeowner recalls night time sighting in NW Decatur
,-90.04582,39.37753,11/1/1993,37697, Memory told of a sighting at dawn while deer hunting north of Hettick.
,-87.79079,38.37945,10/1/2010,37856, Close encounter at night by a motorist near Mt.Carmel
,-87.75156,41.53346,12/1/2012,38395, Motorists have nighttime sighting north of Matteson.
,-89.48784,37.71917,3/1/2012,39267, Motorist reports his second sighting near railroad tracks west of Murphysboro
,-89.60034,40.67577,2/1/2013,40075, Daylight sighting along levee in East Peoria
,-90.59952,40.25679,1/1/2000,40457, Memory told of a close encounter by motorists just north of Rushville
,-88.1033,40.26916,10/1/1975,41318, Memory told of roadside sighting at night south of Rantoul 
,-90.95499,39.91682,6/1/2013,41718, Motorcyclist has daylight sighting south of Kellerville
,-89.49155,37.68485,4/1/1978,41916, Memory told of daylight sighting while mushroom hunting along Happy Hollow Road near Gorham
,-87.60593,41.40762,10/1/2009,42140, Hiker has daylight sighting in Goodenow Grove Nature Preserve
,-88.61966,39.2372,9/1/1998,42794, Memory told of a nighttime highway crossing near Stewardson 
,-88.98393,37.88755,9/1/1977,42945, Memory told of a daylight sighting along railroad tracks east of Plumfield 
,-87.8572,38.354,10/1/2013,43148, Hiker has close daylight sighting in Beall Woods State Park
,-90.0933,39.30525,1989?,43348, Memory told of sighting at night along SR 108 near Hagaman
,-90.928,40.9119,5/1/2012,43619, Motorist has twilight sighting south of Oquawka.
,-89.17177,37.63264,1988-89,44003, Close encounter while fishing remembered near Giant City State Park
,-89.80784,41.72264,11/1/2006,44649, Memory told of a daytime sighting on a farm south of Rock Falls
,-90.16382,41.12409,8/1/2014,46439, Motorists have night time sighting near edge of Altona
,-87.8574,41.9586,8/1/1967,46494, Memory told of a daytime sighting in Schiller Woods
,-88.92,41.3224,October 10/10/14,46878, Hiker has a daylight sighting in Buffalo Rock State Park 
,-90.4429,40.9474,7/1/2014,47249, Motorist has dusk sighting west of Galesburg
,-88.70795,39.50655,12/1/2014,47403, Deer hunter has daylight encounters and attempts to take photos east of Findlay
,-90.3832,40.625,6/27/1905,47649, Truck driver has a daylight sighting west of Ellisville.
,-86.1512,40.18,9/1/1973,6094, Child has sighting in cornfield near Sheridan.
,-85.7037,41.3382,10/1/2003,8438, Youths have nighttime sighting near North Webster
,-86.5945,41.062,1953-1976,9245, Family has several sightings at a summer cabin near Winamac. 
,-85.61,39.3579,4/1/2004,9642, Motorist has daylight sighting of two animals east of Waubee Lake. 
,-85.8486,39.365,5/26/1905,10153, Motorist has nighttime sighting of animal in soybean field near Flat Rock
,-86.1084,40.0403,7/1/1973,10538, Youths have daylight sighting near Westfield
,-86.161,39.4862,6/1/1999,10678, Youth has daylight sighting near New Pekin.
,-86.11,39.38,5/1/2002,13242, Hunter has daylight sighting near Nineveh
,-87.3203,38.01,8/1/1937,14336, Old newspaper article (The Hammond Times) mentioning sightings near Boonville
,-87.23335,39.8679,10/1/1997,19588, Nighttime sighting by motorists near Turkey Run State Park
,-86.57665,39.01166,11/1/1979,21821, Daytime Sighting by Caver West of Lake Monroe
,-86.46065,39.32117,11/1/1988,24815, Man recalls his observation of a creature crossing a road while hunting in the Morgan-Monroe State Forest
,-86.64338,38.12318,6/1/1981,25189, Husband and wife recall daytime sighting while their boys swam in Tipsaw Lake near Leopold
,-84.971,39.17295,8/1/1984,25454, Man remembers observing creature taking food while camping near Manchester
,-86.25349,38.6899,8/1/1997,25793, Campers have campsite visitor on two separate occasions near Campbellsburg
,-85.69739,40.54919,7/1/1975,26587, Woman recalls afternoon sighting near the outskirts of Marion.
,-85.3532,40.8179,11/1/1997,28803, Hunter has possible encounter near Huntington Reservoir
,-85.5481,39.45697,6/1/1977,29032, Memory told of a mid-afternoon encounter along the Flatrock River
,-94.72448,37.81005,5/1/1996,564, Witness observes sasquatch run along treeline
,-96.9614,39.1489,7/1/1980,1311, Daylight sighting by two moto-cross riders
,-95.0802,37.0504,2/1/1978,1312,"  Chief of police in Chetopa finds two and a half miles of tracks that measured 17 inches in length, 5 5/8 in"
,-94.6837,38.6234,10/1/1991,1314," Large, dark figure seen standing down by the mailbox. "
,-96.8223,39.1463,5/31/1905,1315, Couple reported being stalked while walking along a dark country road. 
,-97.60829,37.52947,7/1/1978,1325," Fisherman hears heavy breathing ,turns and sees tall man-like creature"
,-97.40294,37.64103,11/1/1975,1326, Early morning sighting by a hunter
,-95.84024,39.33292,5/13/1905,1330, Motorist's sighting results in a collision.
,-95.7455,37.192,11/1/1977,1332," newspaper article about a sighting by a jogger. Later, a sherif deputy found a track at the scene of the inci"
,-95.2577,38.9142,10/1/2000,2033, Photographer has daytime sighting in woods near Lawrence
,-97.3374,37.0581,3/1/2003,7709, Close roadside encounter of juvenile biped animal near South Haven
,-95.6491,38.3908,11/1/1974,10660, Motorist has nighttime sighting of animal east of Lebo 
,-95.747,39.072,7/1/1978,12067, Youth has sighting while fishing on Kansas River near Topeka
,-96.44296,38.62563,8/1/2008,25860, Early morning driver spots bipedal animal eating corn near Little John Creek near Dunlap
,-97.34005,39.7273,5/1/2011,32256, Soldier on leave has a daylight sighting while fishing near Bennington
,-98.42924,37.56279,6/1/2012,35828, Two sightings within a week of each other east of Pratt
,-95.44415,39.2305,10/1/2012,38440, Woman driving at night hits a man-like animal near Mayetta
,-97.1953,37.3444,11/1/2003,40035, Memory told of a dusk sighting as a passenger in traffic on I-35 outside Wichita
,-97.4572,37.40504,4/1/2011,43843, Observation of a Bigfoot eating mussels on the Ninnescah River
,-97.41755,38.19744,3/1/2014,44721, Motorist nearly collides with a large white animal at night near McPherson
,-99.26195,39.1062,11/1/2014,47267, Motorists observe a tall white/grey biped and red eyes north of Hays
,-88.41175,36.8207,6/12/1905,317," Sighting by a courier near Benton, across from a log cabin on Cole Cemetery Road"
,-83.67952,37.7764,8/1/1978,912," While observing a footprint,  youth looks off the path to see shiny haired creature looking at him"
,-84.92358,37.3181,10/1/1953,1024, An account of bigfoot tool use
,-84.97527,37.95708,10/1/1993,1045, Father and son have a daylight encounter while deer hunting near Lawrenceburg
,-82.7989,38.53187,1/1/2001,1265," Sighting of 8-foot tall, upright creature"
,-82.88309,37.94235,9/1/1999,1488," Young man sees BF run across a clearing, friend sees part of it"
,-82.74628,37.77591,1951/2,2155, Woman describes creature she observed from window
,-88.9949,36.9372,1/1/1993,2363, Late night sighting by motorists along Highway 121
,-83.66641,36.7999,Late 1950's,2364, Two teenage boys encounter a white ape-like animal
,-87.89844,37.34029,10/1/1997,2367, Unusual screams and two sightings near Shady Grove
,-84.2552,37.53705,7/1/1993,2368, Hiker has detailed sighting on Bear Mountain. 
,-84.1989,37.89508,5/29/1905,2381, Boy has evening sighting while bike riding with brothers near Booneboro River
,-83.9311,38.45795,10/1/1980,2382, Man fires shots at an unidentified man or animal near his back porch. Later he finds frozen meat littered abo
,-85.0016,38.44148,5/31/1905,2383," Tall, hairy creature observed standing near a hitching post near family barn.. "
,-87.02245,36.89478,10/1/1972,2390, Bow hunter encounters large bipedal animal with a short neck and long arms
,-86.98705,37.05575,7/1/1991,2391, Strange noises followed by strong odor and glimpse of large bipedal animal
,-83.83695,38.51465,10/1/1980,2425, Family has evening sighting in Mayslick
,-83.80266,38.63454,11/1/1980,2426, Early morning sighting by truck driver on I-68. Local police make report
,-84.28714,37.57039,5/26/1905,2428, Witness has sighting next to his home in Madison Co
,-83.25562,37.37814,7/1/1977,2430,"  Incident near a horse corral in the mountains of eastern Kentucky, 10 miles north of Hazard. "
,-82.69576,37.26532,10/1/1994,2435, Several people witness 7 to 8 foot tall creature on an old mining road
,-82.64877,38.42968,8/1/1998,3253," Mother and her son see a tall, hairy, bipedal creature cross the road in two steps"
,-82.43635,37.83777,5/3/1905,5678, Woman recalls childhood sighting near Warfield
,-84.33998,36.66257,2/1/2003,5881, Man observes sasquatch looking at him along Highway 92 near Pine Knot
,-83.32354,38.56277,197?,6210, School bus drivers have two daylight sightings near Vanceburg. 
,-82.83425,38.02825,November About 1992,7023, Deer hunter has early morning sighting near Blaine
,-83.81139,37.82708,4/1/2004,8517, Pedestrian has nighttime sighting along the Red River
,-84.588,38.528,1999-2000,8715, Motorist has nighttime sighting of animal along Interstate 75.
,-83.0452,36.9265,2/1/1981,10556, Two miners have nighttime sighting near Louellen
,-82.83278,38.02653,July 2003-2004,11966, Ginseng hunters have daytime sighting near Blaine. 
,-87.96917,37.75972,11/1/1996,11998, Woman in parked car has nighttime sighting along the Ohio River
,-88.15556,36.82806,10/1/1996,12641, Mussel poachers have night time encounter near Lake Barkley.
,-87.89472,36.75139,7/1/2005,13289, Daytime sighting near Canton on State Route 164
,-83.95846,37.0787,7/1/2005,18174, Small gorilla-type animal seen at dusk along the Laurel River near London
,-83.9769,37.06226,4/1/1991,18297, Man recalls face to face childhood encounter near London
,-87.52757,37.29395,10/1/1990,21142, Daylight sighting interrupts hunters at an old mining area near Earlington
,-87.344,37.6095,7/1/2006,22981, Motorcyclist has up-close sighting near Beech Grove
,-83.85683,36.67311,10/1/1982,23293, Tall creature with red eyes tries to hide from two boys near Chenoa 
,-83.89224,37.49582,12/1/2006,24131, Large bipedal animal strolls past home near the Daniel Boone National Forest
